kalimat,label
sumbangan 1 juta,pengeluaran
habis untuk jajanan 2jt,pengeluaran
keluar duit 100k,pengeluaran
transfer token listrik 100k,pengeluaran
transfer masuk uang 1 juta dari orang tua,pemasukan
komisi uang 5000 dari klien,pemasukan
duit masuk 5000,pemasukan
keluar duit 1 juta,pengeluaran
50.000 dari trading sebagai terima,pemasukan
habis untuk motor 1 juta,pengeluaran
10 ribu dari endorse sebagai pemasukan,pemasukan
5000 dari endorse sebagai menerima,pemasukan
orang tua komisi 50.000,pemasukan
transfer masuk uang 50.000 dari konten youtube,pemasukan
transfer 5.000.000,pengeluaran
biaya es kopi 5.000.000,pengeluaran
ditransfer 250.000,pemasukan
refund uang 1 juta dari freelance,pemasukan
dapat 5.000.000,pemasukan
50.000 untuk top up komputer,pengeluaran
jualan online uang kembali 100k,pemasukan
komisi uang 10 ribu dari proyek,pemasukan
menang 10 ribu,pemasukan
pengeluaran pulsa 20rb,pengeluaran
transfer masuk 2jt,pemasukan
duit masuk 50.000,pemasukan
10 ribu untuk donasi keluar baju,pengeluaran
spend pulsa 750 ribu,pengeluaran
10 ribu buat baju,pengeluaran
20rb untuk spend baju,pengeluaran
pemasukan 750 ribu,pemasukan
membeli es kopi 10 ribu,pengeluaran
donasi keluar 50.000,pengeluaran
membayar 750 ribu,pengeluaran
250.000 dari bos sebagai hasil jual,pemasukan
transfer 50.000,pengeluaran
menang uang 5000 dari bos,pemasukan
proyek hadiah 2jt,pemasukan
100k untuk spend es kopi,pengeluaran
50.000 buat komputer,pengeluaran
narik uang 250.000,pengeluaran
refund 100k,pemasukan
duit masuk 50.000,pemasukan
20rb untuk membayar parkir,pengeluaran
pemasukan uang 250.000 dari teman,pemasukan
bos terima 750 ribu,pemasukan
20rb dari proyek sebagai komisi,pemasukan
keluar duit 1 juta,pengeluaran
keluar duit 250.000,pengeluaran
sumbangan 250.000,pengeluaran
keluar uang 250.000,pengeluaran
gaji 250.000,pemasukan
komisi uang 5.000.000 dari donatur,pemasukan
duit masuk 250.000,pemasukan
10 ribu buat komputer,pengeluaran
menjual uang 100k dari konten youtube,pemasukan
spend 1 juta,pengeluaran
1 juta dari jualan online sebagai gaji,pemasukan
dapat uang 250.000 dari konten youtube,pemasukan
keluar duit 250.000,pengeluaran
100k buat sepatu,pengeluaran
250.000 dari konten youtube sebagai pemasukan,pemasukan
sumbangan 5000,pengeluaran
gaji 10 ribu,pemasukan
gaji 20rb,pemasukan
habis untuk 5.000.000,pengeluaran
1 juta untuk spend nasi goreng,pengeluaran
ongkos nasi goreng 750 ribu,pengeluaran
klien uang kembali 1 juta,pemasukan
50.000 untuk tarik tunai ayam geprek,pengeluaran
duit masuk 5000,pemasukan
keluar duit 250.000,pengeluaran
uang kembali uang 5000 dari bos,pemasukan
donatur refund 5.000.000,pemasukan
refund 250.000,pemasukan
750 ribu dari toko sebagai menang,pemasukan
50.000 dari klien sebagai ditransfer,pemasukan
50.000 buat baju,pengeluaran
10 ribu buat sepatu,pengeluaran
20rb buat pulsa,pengeluaran
jualan online gaji 2jt,pemasukan
donasi keluar ayam geprek 5000,pengeluaran
10 ribu dari toko sebagai pemasukan,pemasukan
keluar duit 5.000.000,pengeluaran
membayar 5.000.000,pengeluaran
bonus 2jt,pemasukan
2jt untuk transfer baju,pengeluaran
komisi 750 ribu,pemasukan
donasi masuk uang 5.000.000 dari kerja part-time,pemasukan
1 juta dari donatur sebagai dapat,pemasukan
duit masuk 1 juta,pemasukan
terima uang 5.000.000 dari jualan online,pemasukan
top up 5000,pengeluaran
isi saldo air 2jt,pengeluaran
jualan online menerima 5000,pemasukan
habis untuk 250.000,pengeluaran
250.000 untuk sumbangan sepatu,pengeluaran
menjual 250.000,pemasukan
keluar duit 750 ribu,pengeluaran
investasi dikasih 1 juta,pemasukan
kerja part-time dikasih 100k,pemasukan
komisi uang 1 juta dari event,pemasukan
menang uang 5000 dari investasi,pemasukan
ditransfer uang 20rb dari freelance,pemasukan
20rb buat BBM,pengeluaran
dapat 5000,pemasukan
250.000 buat tas,pengeluaran
10 ribu buat komputer,pengeluaran
20rb buat mobil,pengeluaran
duit masuk 20rb,pemasukan
biaya token listrik 100k,pengeluaran
ditransfer uang 1 juta dari investasi,pemasukan
duit masuk 2jt,pemasukan
keluar duit 20rb,pengeluaran
2jt untuk narik uang paket data,pengeluaran
1 juta untuk biaya pulsa,pengeluaran
teman hasil jual 1 juta,pemasukan
dapat uang 50.000 dari donatur,pemasukan
duit masuk 250.000,pemasukan
keluar duit 10 ribu,pengeluaran
duit masuk 50.000,pemasukan
dapat uang 2jt dari teman,pemasukan
transfer paket data 5.000.000,pengeluaran
kirim nasi goreng 100k,pengeluaran
freelance donasi masuk 20rb,pemasukan
750 ribu untuk ongkos tas,pengeluaran
10 ribu dari bos sebagai komisi,pemasukan
gaji uang 5000 dari proyek,pemasukan
keluar duit 5000,pengeluaran
menang uang 10 ribu dari teman,pemasukan
duit masuk 50.000,pemasukan
bayar jajanan 5000,pengeluaran
transfer masuk uang 5000 dari investasi,pemasukan
keluar duit 5.000.000,pengeluaran
1 juta buat pulsa,pengeluaran
keluar duit 5000,pengeluaran
jualan online hasil jual 50.000,pemasukan
refund 750 ribu,pemasukan
refund uang 2jt dari event,pemasukan
kirim paket data 750 ribu,pengeluaran
keluar duit 1 juta,pengeluaran
1 juta buat mobil,pengeluaran
100k dari kerja part-time sebagai dapat,pemasukan
100k buat paket data,pengeluaran
5000 untuk ongkos buku,pengeluaran
duit masuk 5000,pemasukan
terima uang 5000 dari kerja part-time,pemasukan
bayar 50.000,pengeluaran
menerima uang 100k dari event,pemasukan
menjual uang 5.000.000 dari teman,pemasukan
keluar duit 10 ribu,pengeluaran
gaji uang 20rb dari kerja part-time,pemasukan
250.000 buat baju,pengeluaran
1 juta dari donatur sebagai hadiah,pemasukan
duit masuk 50.000,pemasukan
50.000 dari teman sebagai pendapatan,pemasukan
habis untuk 10 ribu,pengeluaran
keluar duit 5.000.000,pengeluaran
menerima uang 100k dari bos,pemasukan
duit masuk 20rb,pemasukan
pendapatan 10 ribu,pemasukan
endorse menjual 10 ribu,pemasukan
top up parkir 1 juta,pengeluaran
keluar duit 5000,pengeluaran
sumbangan baju 2jt,pengeluaran
dapat 100k,pemasukan
membayar 5000,pengeluaran
5000 dari investasi sebagai uang kembali,pemasukan
top up 250.000,pengeluaran
1 juta untuk sumbangan listrik,pengeluaran
menjual uang 1 juta dari teman,pemasukan
menerima uang 750 ribu dari orang tua,pemasukan
250.000 untuk tarik tunai BBM,pengeluaran
750 ribu untuk bayar air,pengeluaran
biaya 5000,pengeluaran
10 ribu untuk isi saldo pulsa,pengeluaran
gaji uang 750 ribu dari donatur,pemasukan
donasi keluar 10 ribu,pengeluaran
bonus uang 20rb dari klien,pemasukan
10 ribu untuk ongkos paket data,pengeluaran
bayar 750 ribu,pengeluaran
5.000.000 buat BBM,pengeluaran
duit masuk 1 juta,pemasukan
5.000.000 buat komputer,pengeluaran
isi saldo baju 1 juta,pengeluaran
duit masuk 5000,pemasukan
5000 dari proyek sebagai gaji,pemasukan
transfer mobil 50.000,pengeluaran
duit masuk 1 juta,pemasukan
duit masuk 1 juta,pemasukan
duit masuk 2jt,pemasukan
keluar duit 750 ribu,pengeluaran
750 ribu dari trading sebagai dapat,pemasukan
donasi keluar 100k,pengeluaran
duit masuk 5.000.000,pemasukan
keluar duit 20rb,pengeluaran
keluar duit 20rb,pengeluaran
750 ribu buat tas,pengeluaran
keluar duit 250.000,pengeluaran
duit masuk 50.000,pemasukan
1 juta untuk tarik tunai mobil,pengeluaran
keluar duit 10 ribu,pengeluaran
1 juta buat game online,pengeluaran
2jt buat nasi goreng,pengeluaran
pendapatan 250.000,pemasukan
dapat 5.000.000,pemasukan
100k untuk bayar pulsa,pengeluaran
top up motor 1 juta,pengeluaran
hadiah 750 ribu,pemasukan
komisi uang 20rb dari toko,pemasukan
bos refund 5000,pemasukan
kerja part-time gaji 2jt,pemasukan
keluar duit 750 ribu,pengeluaran
10 ribu buat game online,pengeluaran
duit masuk 750 ribu,pemasukan
2jt untuk membayar mobil,pengeluaran
750 ribu buat BBM,pengeluaran
membayar 10 ribu,pengeluaran
donatur transfer masuk 2jt,pemasukan
keluar duit 100k,pengeluaran
keluar duit 10 ribu,pengeluaran
pengeluaran BBM 5000,pengeluaran
250.000 untuk top up komputer,pengeluaran
50.000 buat tas,pengeluaran
top up sepatu 250.000,pengeluaran
20rb buat nasi goreng,pengeluaran
250.000 dari jualan online sebagai hadiah,pemasukan
proyek dikasih 5000,pemasukan
beli 1 juta,pengeluaran
hasil jual 2jt,pemasukan
100k buat komputer,pengeluaran
konten youtube pemasukan 100k,pemasukan
duit masuk 10 ribu,pemasukan
keluar duit 10 ribu,pengeluaran
keluar duit 1 juta,pengeluaran
50.000 dari investasi sebagai pendapatan,pemasukan
5000 buat motor,pengeluaran
menjual uang 20rb dari donatur,pemasukan
donatur menang 750 ribu,pemasukan
duit masuk 250.000,pemasukan
duit masuk 10 ribu,pemasukan
kirim 250.000,pengeluaran
2jt untuk kirim paket data,pengeluaran
dikasih 5.000.000,pemasukan
750 ribu buat paket data,pengeluaran
1 juta untuk ongkos wifi,pengeluaran
top up 100k,pengeluaran
ongkos listrik 5000,pengeluaran
100k dari teman sebagai menerima,pemasukan
sumbangan 5000,pengeluaran
menjual 20rb,pemasukan
komisi uang 750 ribu dari konten youtube,pemasukan
biaya paket data 10 ribu,pengeluaran
terima 20rb,pemasukan
beli ayam geprek 1 juta,pengeluaran
kerja part-time menang 20rb,pemasukan
100k untuk bayar air,pengeluaran
100k untuk habis untuk game online,pengeluaran
refund 750 ribu,pemasukan
duit masuk 1 juta,pemasukan
20rb untuk membayar BBM,pengeluaran
endorse dapat 50.000,pemasukan
sumbangan wifi 5.000.000,pengeluaran
50.000 dari orang tua sebagai bonus,pemasukan
endorse dapat 20rb,pemasukan
250.000 buat ayam geprek,pengeluaran
duit masuk 750 ribu,pemasukan
50.000 buat sepatu,pengeluaran
keluar duit 10 ribu,pengeluaran
keluar duit 50.000,pengeluaran
donasi keluar 750 ribu,pengeluaran
duit masuk 5.000.000,pemasukan
750 ribu buat handphone,pengeluaran
50.000 buat handphone,pengeluaran
50.000 dari orang tua sebagai refund,pemasukan
duit masuk 50.000,pemasukan
keluar duit 10 ribu,pengeluaran
pemasukan 50.000,pemasukan
uang kembali 1 juta,pemasukan
keluar duit 2jt,pengeluaran
10 ribu untuk biaya handphone,pengeluaran
keluar duit 5.000.000,pengeluaran
menerima 5.000.000,pemasukan
membayar 100k,pengeluaran
5000 untuk tarik tunai parkir,pengeluaran
750 ribu dari donatur sebagai donasi masuk,pemasukan
refund uang 750 ribu dari proyek,pemasukan
kerja part-time refund 1 juta,pemasukan
keluar duit 50.000,pengeluaran
habis untuk paket data 5000,pengeluaran
transfer masuk uang 50.000 dari konten youtube,pemasukan
10 ribu buat komputer,pengeluaran
50.000 buat BBM,pengeluaran
narik uang ayam geprek 5000,pengeluaran
gaji 250.000,pemasukan
tarik tunai token listrik 50.000,pengeluaran
uang kembali 250.000,pemasukan
duit masuk 750 ribu,pemasukan
toko hasil jual 5.000.000,pemasukan
membeli komputer 5000,pengeluaran
50.000 buat listrik,pengeluaran
duit masuk 1 juta,pemasukan
sumbangan BBM 50.000,pengeluaran
duit masuk 750 ribu,pemasukan
top up 1 juta,pengeluaran
2jt buat wifi,pengeluaran
5000 buat wifi,pengeluaran
keluar duit 50.000,pengeluaran
duit masuk 5.000.000,pemasukan
duit masuk 2jt,pemasukan
250.000 dari event sebagai gaji,pemasukan
5000 buat es kopi,pengeluaran
20rb buat listrik,pengeluaran
duit masuk 750 ribu,pemasukan
dikasih uang 20rb dari event,pemasukan
proyek gaji 20rb,pemasukan
10 ribu buat buku,pengeluaran
duit masuk 750 ribu,pemasukan
transfer 100k,pengeluaran
250.000 buat parkir,pengeluaran
event pendapatan 1 juta,pemasukan
250.000 dari kerja part-time sebagai uang kembali,pemasukan
2jt buat mobil,pengeluaran
pendapatan 250.000,pemasukan
transfer parkir 5000,pengeluaran
dapat uang 50.000 dari bos,pemasukan
duit masuk 5000,pemasukan
20rb dari proyek sebagai dapat,pemasukan
habis untuk baju 20rb,pengeluaran
50.000 dari proyek sebagai menjual,pemasukan
membeli 50.000,pengeluaran
habis untuk 100k,pengeluaran
top up paket data 250.000,pengeluaran
5000 buat komputer,pengeluaran
20rb buat wifi,pengeluaran
duit masuk 5000,pemasukan
gaji 50.000,pemasukan
menang 50.000,pemasukan
50.000 buat es kopi,pengeluaran
50.000 buat motor,pengeluaran
beli 20rb,pengeluaran
keluar duit 100k,pengeluaran
keluar duit 250.000,pengeluaran
50.000 buat ayam geprek,pengeluaran
duit masuk 2jt,pemasukan
keluar duit 100k,pengeluaran
50.000 untuk tarik tunai listrik,pengeluaran
50.000 buat buku,pengeluaran
keluar duit 100k,pengeluaran
donasi keluar 100k,pengeluaran
keluar duit 20rb,pengeluaran
250.000 untuk keluar uang nasi goreng,pengeluaran
keluar duit 1 juta,pengeluaran
konten youtube terima 250.000,pemasukan
menerima uang 5.000.000 dari trading,pemasukan
kirim 250.000,pengeluaran
duit masuk 250.000,pemasukan
keluar duit 250.000,pengeluaran
gaji 20rb,pemasukan
20rb untuk transfer baju,pengeluaran
100k buat parkir,pengeluaran
5.000.000 untuk narik uang BBM,pengeluaran
transfer 1 juta,pengeluaran
5.000.000 dari freelance sebagai hasil jual,pemasukan
20rb untuk kirim ayam geprek,pengeluaran
duit masuk 100k,pemasukan
duit masuk 5.000.000,pemasukan
5.000.000 untuk membeli game online,pengeluaran
keluar duit 250.000,pengeluaran
pemasukan uang 10 ribu dari endorse,pemasukan
biaya 20rb,pengeluaran
20rb untuk donasi keluar es kopi,pengeluaran
keluar duit 2jt,pengeluaran
membayar 2jt,pengeluaran
bonus 250.000,pemasukan
keluar duit 5000,pengeluaran
pendapatan 20rb,pemasukan
donasi keluar BBM 100k,pengeluaran
gaji 50.000,pemasukan
dikasih uang 1 juta dari donatur,pemasukan
50.000 dari toko sebagai dikasih,pemasukan
trading gaji 5000,pemasukan
hasil jual 100k,pemasukan
5.000.000 untuk beli nasi goreng,pengeluaran
keluar duit 1 juta,pengeluaran
2jt dari jualan online sebagai menjual,pemasukan
keluar duit 2jt,pengeluaran
klien gaji 50.000,pemasukan
uang kembali 2jt,pemasukan
gaji uang 20rb dari konten youtube,pemasukan
20rb buat game online,pengeluaran
duit masuk 5.000.000,pemasukan
5000 untuk donasi keluar motor,pengeluaran
duit masuk 100k,pemasukan
donasi keluar 5000,pengeluaran
100k untuk habis untuk air,pengeluaran
pendapatan 5.000.000,pemasukan
5.000.000 untuk keluar uang motor,pengeluaran
5000 dari freelance sebagai transfer masuk,pemasukan
10 ribu dari konten youtube sebagai dapat,pemasukan
narik uang 5000,pengeluaran
uang kembali 50.000,pemasukan
klien pemasukan 10 ribu,pemasukan
investasi transfer masuk 10 ribu,pemasukan
konten youtube menerima 750 ribu,pemasukan
beli 5000,pengeluaran
duit masuk 1 juta,pemasukan
menang 2jt,pemasukan
5000 buat air,pengeluaran
duit masuk 750 ribu,pemasukan
dikasih 5.000.000,pemasukan
donasi keluar 10 ribu,pengeluaran
jualan online menang 5.000.000,pemasukan
habis untuk listrik 5000,pengeluaran
duit masuk 100k,pemasukan
donasi keluar 5000,pengeluaran
transfer masuk 5.000.000,pemasukan
750 ribu dari orang tua sebagai gaji,pemasukan
250.000 buat parkir,pengeluaran
2jt dari freelance sebagai refund,pemasukan
keluar duit 750 ribu,pengeluaran
tarik tunai handphone 250.000,pengeluaran
dapat 100k,pemasukan
keluar duit 20rb,pengeluaran
ongkos 1 juta,pengeluaran
transfer masuk 1 juta,pemasukan
pendapatan 1 juta,pemasukan
duit masuk 5000,pemasukan
narik uang 10 ribu,pengeluaran
keluar duit 750 ribu,pengeluaran
narik uang pulsa 5.000.000,pengeluaran
5.000.000 dari toko sebagai menjual,pemasukan
duit masuk 750 ribu,pemasukan
2jt untuk keluar uang paket data,pengeluaran
5000 buat motor,pengeluaran
spend sepatu 5.000.000,pengeluaran
bonus uang 20rb dari toko,pemasukan
biaya 1 juta,pengeluaran
ongkos buku 50.000,pengeluaran
kirim 100k,pengeluaran
100k dari konten youtube sebagai komisi,pemasukan
1 juta untuk keluar uang es kopi,pengeluaran
duit masuk 1 juta,pemasukan
keluar duit 5000,pengeluaran
20rb dari teman sebagai dapat,pemasukan
100k buat wifi,pengeluaran
terima uang 20rb dari klien,pemasukan
20rb buat game online,pengeluaran
5.000.000 dari trading sebagai uang kembali,pemasukan
event terima 2jt,pemasukan
duit masuk 5.000.000,pemasukan
750 ribu buat motor,pengeluaran
konten youtube bonus 1 juta,pemasukan
250.000 untuk tarik tunai wifi,pengeluaran
250.000 buat BBM,pengeluaran
isi saldo ayam geprek 50.000,pengeluaran
1 juta buat listrik,pengeluaran
100k buat komputer,pengeluaran
refund uang 5.000.000 dari event,pemasukan
top up 20rb,pengeluaran
habis untuk 10 ribu,pengeluaran
konten youtube transfer masuk 5000,pemasukan
sumbangan 20rb,pengeluaran
keluar uang es kopi 750 ribu,pengeluaran
keluar duit 100k,pengeluaran
gaji uang 750 ribu dari event,pemasukan
menerima 250.000,pemasukan
dikasih 100k,pemasukan
750 ribu untuk kirim parkir,pengeluaran
transfer masuk uang 50.000 dari proyek,pemasukan
keluar duit 10 ribu,pengeluaran
proyek terima 250.000,pemasukan
menerima 1 juta,pemasukan
top up wifi 20rb,pengeluaran
2jt dari endorse sebagai refund,pemasukan
keluar duit 2jt,pengeluaran
duit masuk 20rb,pemasukan
keluar duit 20rb,pengeluaran
keluar duit 250.000,pengeluaran
1 juta buat sepatu,pengeluaran
250.000 dari proyek sebagai gaji,pemasukan
beli 5.000.000,pengeluaran
duit masuk 5.000.000,pemasukan
100k buat sepatu,pengeluaran
isi saldo komputer 1 juta,pengeluaran
keluar duit 20rb,pengeluaran
100k dari proyek sebagai hasil jual,pemasukan
keluar duit 2jt,pengeluaran
orang tua hasil jual 2jt,pemasukan
menjual uang 250.000 dari freelance,pemasukan
habis untuk mobil 50.000,pengeluaran
klien hasil jual 10 ribu,pemasukan
uang kembali 750 ribu,pemasukan
bonus 750 ribu,pemasukan
endorse komisi 50.000,pemasukan
2jt dari klien sebagai hasil jual,pemasukan
endorse gaji 100k,pemasukan
2jt buat sepatu,pengeluaran
2jt dari freelance sebagai menang,pemasukan
uang kembali uang 250.000 dari trading,pemasukan
duit masuk 5.000.000,pemasukan
5.000.000 dari jualan online sebagai uang kembali,pemasukan
100k dari bos sebagai dikasih,pemasukan
1 juta dari bos sebagai komisi,pemasukan
jualan online hasil jual 1 juta,pemasukan
5.000.000 dari event sebagai menang,pemasukan
menang 1 juta,pemasukan
top up 10 ribu,pengeluaran
dapat 750 ribu,pemasukan
jualan online hadiah 5000,pemasukan
keluar duit 1 juta,pengeluaran
transfer masuk uang 250.000 dari bos,pemasukan
uang kembali uang 2jt dari kerja part-time,pemasukan
hasil jual 20rb,pemasukan
250.000 dari proyek sebagai terima,pemasukan
hadiah uang 20rb dari klien,pemasukan
dikasih uang 1 juta dari toko,pemasukan
hadiah uang 250.000 dari freelance,pemasukan
teman transfer masuk 1 juta,pemasukan
2jt buat nasi goreng,pengeluaran
250.000 dari proyek sebagai donasi masuk,pemasukan
750 ribu buat komputer,pengeluaran
20rb dari event sebagai menang,pemasukan
toko pemasukan 50.000,pemasukan
5000 dari klien sebagai refund,pemasukan
100k untuk habis untuk mobil,pengeluaran
pengeluaran 1 juta,pengeluaran
750 ribu dari endorse sebagai terima,pemasukan
keluar duit 1 juta,pengeluaran
trading ditransfer 2jt,pemasukan
1 juta buat jajanan,pengeluaran
isi saldo ayam geprek 100k,pengeluaran
uang kembali 20rb,pemasukan
100k dari kerja part-time sebagai pendapatan,pemasukan
freelance transfer masuk 20rb,pemasukan
keluar duit 2jt,pengeluaran
50.000 untuk pengeluaran sepatu,pengeluaran
menang 750 ribu,pemasukan
hasil jual 2jt,pemasukan
5000 untuk donasi keluar komputer,pengeluaran
2jt buat komputer,pengeluaran
duit masuk 2jt,pemasukan
1 juta buat wifi,pengeluaran
duit masuk 250.000,pemasukan
biaya 5000,pengeluaran
membayar 100k,pengeluaran
sumbangan mobil 5000,pengeluaran
pengeluaran 50.000,pengeluaran
750 ribu untuk pengeluaran handphone,pengeluaran
bos dikasih 250.000,pemasukan
keluar duit 250.000,pengeluaran
keluar duit 750 ribu,pengeluaran
keluar duit 50.000,pengeluaran
membeli 20rb,pengeluaran
dikasih uang 250.000 dari orang tua,pemasukan
duit masuk 250.000,pemasukan
pemasukan 5.000.000,pemasukan
20rb dari jualan online sebagai dapat,pemasukan
spend 5.000.000,pengeluaran
habis untuk ayam geprek 2jt,pengeluaran
pendapatan 50.000,pemasukan
250.000 dari toko sebagai transfer masuk,pemasukan
20rb buat nasi goreng,pengeluaran
keluar duit 750 ribu,pengeluaran
duit masuk 250.000,pemasukan
duit masuk 750 ribu,pemasukan
keluar uang 5.000.000,pengeluaran
keluar duit 20rb,pengeluaran
ongkos 5.000.000,pengeluaran
jualan online transfer masuk 20rb,pemasukan
jualan online refund 250.000,pemasukan
sumbangan 5000,pengeluaran
250.000 dari trading sebagai transfer masuk,pemasukan
5.000.000 buat sepatu,pengeluaran
tarik tunai 1 juta,pengeluaran
750 ribu buat air,pengeluaran
klien pemasukan 250.000,pemasukan
hadiah 100k,pemasukan
dapat 20rb,pemasukan
2jt buat motor,pengeluaran
konten youtube hadiah 20rb,pemasukan
pendapatan 5.000.000,pemasukan
trading pemasukan 20rb,pemasukan
beli paket data 50.000,pengeluaran
1 juta dari endorse sebagai menang,pemasukan
20rb dari bos sebagai dikasih,pemasukan
uang kembali uang 10 ribu dari proyek,pemasukan
2jt buat buku,pengeluaran
transfer air 1 juta,pengeluaran
5.000.000 buat motor,pengeluaran
keluar uang 5.000.000,pengeluaran
750 ribu untuk spend token listrik,pengeluaran
trading ditransfer 20rb,pemasukan
250.000 untuk habis untuk ayam geprek,pengeluaran
100k dari event sebagai menang,pemasukan
100k dari investasi sebagai terima,pemasukan
donasi masuk uang 2jt dari event,pemasukan
dikasih uang 5.000.000 dari trading,pemasukan
100k dari trading sebagai pemasukan,pemasukan
membeli handphone 250.000,pengeluaran
5.000.000 untuk tarik tunai listrik,pengeluaran
menjual 5.000.000,pemasukan
5.000.000 untuk isi saldo ayam geprek,pengeluaran
keluar duit 10 ribu,pengeluaran
5.000.000 dari investasi sebagai hadiah,pemasukan
ditransfer uang 50.000 dari klien,pemasukan
20rb untuk pengeluaran handphone,pengeluaran
keluar duit 5000,pengeluaran
1 juta untuk donasi keluar parkir,pengeluaran
dapat uang 5.000.000 dari investasi,pemasukan
menerima uang 5.000.000 dari event,pemasukan
2jt untuk narik uang komputer,pengeluaran
gaji uang 1 juta dari endorse,pemasukan
tarik tunai es kopi 2jt,pengeluaran
duit masuk 750 ribu,pemasukan
keluar duit 250.000,pengeluaran
50.000 buat air,pengeluaran
bonus 100k,pemasukan
duit masuk 750 ribu,pemasukan
bos transfer masuk 100k,pemasukan
keluar duit 5.000.000,pengeluaran
pemasukan 5.000.000,pemasukan
20rb dari endorse sebagai komisi,pemasukan
biaya game online 20rb,pengeluaran
bayar es kopi 2jt,pengeluaran
ditransfer uang 20rb dari jualan online,pemasukan
investasi terima 5000,pemasukan
toko uang kembali 50.000,pemasukan
ongkos 100k,pengeluaran
pengeluaran paket data 5000,pengeluaran
50.000 buat pulsa,pengeluaran
2jt untuk keluar uang nasi goreng,pengeluaran
10 ribu buat BBM,pengeluaran
5.000.000 untuk top up paket data,pengeluaran
bos pemasukan 100k,pemasukan
keluar duit 50.000,pengeluaran
2jt dari kerja part-time sebagai dapat,pemasukan
isi saldo 50.000,pengeluaran
spend 1 juta,pengeluaran
hasil jual uang 250.000 dari endorse,pemasukan
keluar duit 250.000,pengeluaran
2jt untuk bayar komputer,pengeluaran
duit masuk 10 ribu,pemasukan
duit masuk 50.000,pemasukan
50.000 buat motor,pengeluaran
dapat uang 1 juta dari kerja part-time,pemasukan
duit masuk 100k,pemasukan
sumbangan 5000,pengeluaran
5000 untuk membeli nasi goreng,pengeluaran
duit masuk 50.000,pemasukan
menjual uang 50.000 dari toko,pemasukan
beli sepatu 5000,pengeluaran
membeli 20rb,pengeluaran
5000 buat parkir,pengeluaran
pemasukan 10 ribu,pemasukan
spend ayam geprek 5.000.000,pengeluaran
isi saldo 1 juta,pengeluaran
dapat 5.000.000,pemasukan
duit masuk 750 ribu,pemasukan
duit masuk 20rb,pemasukan
keluar uang sepatu 2jt,pengeluaran
habis untuk pulsa 250.000,pengeluaran
beli 50.000,pengeluaran
klien terima 100k,pemasukan
gaji uang 100k dari bos,pemasukan
habis untuk motor 50.000,pengeluaran
menerima uang 750 ribu dari konten youtube,pemasukan
dapat uang 10 ribu dari konten youtube,pemasukan
menjual 1 juta,pemasukan
duit masuk 250.000,pemasukan
klien menjual 100k,pemasukan
5.000.000 dari proyek sebagai ditransfer,pemasukan
100k dari kerja part-time sebagai uang kembali,pemasukan
2jt buat parkir,pengeluaran
keluar duit 50.000,pengeluaran
1 juta buat parkir,pengeluaran
bonus uang 750 ribu dari konten youtube,pemasukan
transfer masuk 5.000.000,pemasukan
keluar uang listrik 10 ribu,pengeluaran
hadiah uang 5000 dari teman,pemasukan
bonus 20rb,pemasukan
50.000 buat ayam geprek,pengeluaran
donasi masuk uang 5.000.000 dari trading,pemasukan
100k untuk narik uang tas,pengeluaran
teman refund 5.000.000,pemasukan
bayar listrik 5000,pengeluaran
ongkos air 20rb,pengeluaran
endorse dapat 100k,pemasukan
pengeluaran 750 ribu,pengeluaran
20rb dari investasi sebagai komisi,pemasukan
menjual uang 750 ribu dari freelance,pemasukan
trading menjual 100k,pemasukan
keluar uang handphone 50.000,pengeluaran
pemasukan uang 2jt dari toko,pemasukan
keluar duit 5000,pengeluaran
habis untuk 100k,pengeluaran
100k dari donatur sebagai dikasih,pemasukan
beli komputer 250.000,pengeluaran
isi saldo 2jt,pengeluaran
5.000.000 untuk isi saldo paket data,pengeluaran
investasi komisi 20rb,pemasukan
keluar duit 10 ribu,pengeluaran
proyek ditransfer 750 ribu,pemasukan
keluar duit 250.000,pengeluaran
20rb untuk narik uang jajanan,pengeluaran
uang kembali uang 10 ribu dari konten youtube,pemasukan
1 juta untuk sumbangan air,pengeluaran
5.000.000 buat parkir,pengeluaran
keluar uang token listrik 2jt,pengeluaran
event transfer masuk 750 ribu,pemasukan
5000 buat BBM,pengeluaran
pengeluaran 20rb,pengeluaran
1 juta buat paket data,pengeluaran
keluar duit 250.000,pengeluaran
20rb dari orang tua sebagai hasil jual,pemasukan
duit masuk 5000,pemasukan
50.000 untuk keluar uang tas,pengeluaran
5000 buat paket data,pengeluaran
5.000.000 buat motor,pengeluaran
membeli 100k,pengeluaran
kirim 20rb,pengeluaran
ongkos 10 ribu,pengeluaran
100k dari klien sebagai dapat,pemasukan
event transfer masuk 250.000,pemasukan
duit masuk 20rb,pemasukan
kirim BBM 250.000,pengeluaran
keluar duit 5000,pengeluaran
menjual uang 20rb dari investasi,pemasukan
menerima 10 ribu,pemasukan
keluar duit 50.000,pengeluaran
2jt untuk bayar motor,pengeluaran
komisi uang 1 juta dari donatur,pemasukan
pemasukan uang 100k dari teman,pemasukan
5.000.000 buat ayam geprek,pengeluaran
2jt dari toko sebagai menerima,pemasukan
trading dikasih 2jt,pemasukan
dapat 1 juta,pemasukan
hasil jual 250.000,pemasukan
20rb buat mobil,pengeluaran
dapat uang 2jt dari proyek,pemasukan
bonus 1 juta,pemasukan
kerja part-time menang 250.000,pemasukan
750 ribu buat paket data,pengeluaran
ongkos 20rb,pengeluaran
